,Approval Date,Company Token,Submission,Active Ingredients,Submission Classification *,Submission Status
302,05/28/2021,['alkermes'],orig-1,olanzapine; samidorphan l-malate,type 1 - new molecular entity and type 4 - new combination,approval
303,05/28/2021,['alkermes'],orig-2,olanzapine; samidorphan l-malate,type 1 - new molecular entity and type 4 - new combination,approval
304,05/28/2021,['helsinn'],orig-1,infigratinib phosphate,type 1 - new molecular entity,approval
305,05/28/2021,['amgen'],orig-1,sotorasib,type 1 - new molecular entity,approval
306,05/31/2021,"['merck', 'dohme']",suppl-12,posaconazole,efficacy,approval
307,05/31/2021,"['merck', 'dohme']",suppl-12,posaconazole,efficacy,approval
308,05/31/2021,"['msd', 'merck']",orig-1,posaconazole,type 5 - new formulation or new manufacturer,approval
0,04/01/2021,['bayer'],suppl-81,naproxen sodium,labeling,approval
1,04/01/2021,[],suppl-14,diclofenac potassium,labeling,approval
2,04/01/2021,[],suppl-7,oxymorphone hydrochloride,labeling,approval
3,04/01/2021,[],suppl-10,oxymorphone hydrochloride,labeling,approval
4,04/01/2021,['granules'],suppl-11,ibuprofen,labeling,approval
5,04/01/2021,['regeneron'],suppl-29,alirocumab,,approval
6,04/01/2021,['regeneron'],suppl-30,alirocumab,,approval
7,04/01/2021,['twi'],suppl-1,diclofenac sodium,labeling,approval
8,04/01/2021,['fresenius'],suppl-3,caspofungin acetate,labeling,approval
9,04/01/2021,['alkem'],orig-1,tobramycin,,approval
10,04/01/2021,['natco'],orig-1,bosentan,,tentative approval
11,04/01/2021,['appco'],orig-1,doxepin hydrochloride,,approval
12,04/02/2021,['bayer'],suppl-38,loratadine,labeling,approval
13,04/02/2021,['bayer'],suppl-38,loratadine,labeling,approval
14,04/02/2021,['rising'],suppl-35,indomethacin,labeling,approval
15,04/02/2021,['rising'],suppl-38,indomethacin,labeling,approval
16,04/02/2021,['lnk'],suppl-7,loperamide hydrochloride,labeling,approval
17,04/02/2021,['lupin'],suppl-21,ramipril,labeling,approval
18,04/02/2021,['zydus'],suppl-16,ramipril,labeling,approval
19,04/02/2021,['accord'],suppl-11,letrozole,labeling,approval
20,04/02/2021,['accord'],suppl-14,letrozole,labeling,approval
21,04/02/2021,['cipla'],orig-1,emtricitabine; tenofovir disoproxil fumarate,,approval
22,04/02/2021,['aurobindo'],suppl-8,ramipril,labeling,approval
23,04/02/2021,['usv'],suppl-6,olopatadine hydrochloride,labeling,approval
24,04/02/2021,['taro'],suppl-1,diclofenac sodium,labeling,approval
25,04/02/2021,['yichang'],orig-1,memantine hydrochloride,,approval
26,04/02/2021,['supernus'],orig-1,viloxazine hydrochloride,type 1 - new molecular entity,approval
27,04/02/2021,['slayback'],orig-1,deoxycholic acid,,approval
28,04/02/2021,['quagen'],orig-1,fluocinolone acetonide,,approval
29,04/02/2021,['quagen'],orig-1,fluocinolone acetonide,,approval
30,04/02/2021,['quagen'],orig-1,fluocinolone acetonide,,approval
31,04/05/2021,['sandoz'],suppl-25,pyridostigmine bromide,labeling,approval
32,04/05/2021,['fosun'],suppl-5,tolmetin sodium,labeling,approval
33,04/05/2021,['fosun'],suppl-3,tolmetin sodium,labeling,approval
34,04/05/2021,['fosun'],suppl-2,tolmetin sodium,labeling,approval
35,04/05/2021,['reddys'],suppl-4,levocetirizine dihydrochloride,labeling,approval
36,04/05/2021,['reddys'],suppl-5,levocetirizine dihydrochloride,labeling,approval
37,04/05/2021,"['anda', 'repository']",suppl-5,levetiracetam,labeling,approval
38,04/05/2021,"['anda', 'repository']",suppl-6,levetiracetam,labeling,approval
39,04/05/2021,"['anda', 'repository']",suppl-7,levetiracetam,labeling,approval
40,04/05/2021,['strides'],suppl-1,amlodipine besylate; hydrochlorothiazide; valsartan,labeling,approval
41,04/05/2021,['strides'],suppl-6,amlodipine besylate; hydrochlorothiazide; valsartan,labeling,approval
42,04/05/2021,['strides'],suppl-7,amlodipine besylate; hydrochlorothiazide; valsartan,labeling,approval
43,04/05/2021,"['hisun', 'hangzhou']",suppl-1,levetiracetam,labeling,approval
44,04/05/2021,"['hisun', 'hangzhou']",suppl-2,levetiracetam,labeling,approval
45,04/05/2021,"['hisun', 'hangzhou']",suppl-3,levetiracetam,labeling,approval
46,04/05/2021,['glenmark'],suppl-2,abiraterone acetate,labeling,approval
47,04/05/2021,[],suppl-2,naloxone hydrochloride,labeling,approval
48,04/05/2021,[],suppl-4,naloxone hydrochloride,labeling,approval
49,04/05/2021,['msn'],suppl-2,abiraterone acetate,labeling,approval
50,04/05/2021,['qilu'],suppl-1,abiraterone acetate,labeling,approval
51,04/05/2021,['meitheal'],orig-1,neostigmine methylsulfate,,approval
52,04/06/2021,['imclone'],suppl-277,cetuximab,,approval
53,04/06/2021,['imclone'],suppl-280,cetuximab,,approval
54,04/06/2021,['eugia'],suppl-4,tranexamic acid,labeling,approval
55,04/06/2021,['cipla'],suppl-9,budesonide,labeling,approval
56,04/06/2021,[],suppl-2,fulvestrant,labeling,approval
57,04/06/2021,['zydus'],orig-1,macitentan,,approval
58,04/07/2021,['novartis'],suppl-41,amlodipine besylate; valsartan,labeling,approval
59,04/07/2021,['hikma'],suppl-18,ketamine hydrochloride,labeling,approval
60,04/07/2021,['mylan'],suppl-7,rizatriptan benzoate,labeling,approval
61,04/07/2021,['mylan'],suppl-14,vancomycin hydrochloride,labeling,approval
62,04/07/2021,['mylan'],suppl-15,vancomycin hydrochloride,labeling,approval
63,04/07/2021,['invagen'],orig-1,vilazodone hydrochloride,,approval
64,04/07/2021,['aurobindo'],suppl-4,teriflunomide,labeling,approval
65,04/07/2021,['glenmark'],suppl-3,teriflunomide,labeling,approval
66,04/07/2021,"['aleor', 'dermaceuticals']",orig-1,efinaconazole,,tentative approval
67,04/07/2021,"['hainan', 'poly']",suppl-3,vancomycin hydrochloride,labeling,approval
68,04/07/2021,"['msn', 'private']",orig-1,selexipag,,tentative approval
69,04/07/2021,['immunomedics'],suppl-5,sacituzumab govitecan-hziy,,approval
70,04/07/2021,['immunomedics'],suppl-13,sacituzumab govitecan-hziy,,approval
71,04/08/2021,['gland'],orig-1,tirofiban hydrochloride,,approval
72,04/08/2021,['scilex'],suppl-5,lidocaine,efficacy,approval
73,04/08/2021,['mylan'],suppl-1,pantoprazole sodium,labeling,approval
74,04/08/2021,['mylan'],suppl-2,pantoprazole sodium,labeling,approval
75,04/08/2021,['mylan'],suppl-3,pantoprazole sodium,labeling,approval
76,04/08/2021,['eugia'],orig-1,nicardipine hydrochloride,,approval
77,04/08/2021,['acacia'],suppl-2,remimazolam besylate,labeling,approval
78,04/08/2021,['belcher'],orig-1,aminocaproic acid,,approval
79,04/08/2021,[],orig-1,pimavanserin,,tentative approval
80,04/09/2021,['lantheus'],suppl-25,perflutren,labeling,approval
81,04/09/2021,['lantheus'],suppl-29,perflutren,labeling,approval
82,04/09/2021,['lantheus'],suppl-25,perflutren,labeling,approval
83,04/09/2021,['lantheus'],suppl-29,perflutren,labeling,approval
84,04/09/2021,[],suppl-9,fluconazole,labeling,approval
85,04/09/2021,[],suppl-10,fluconazole,labeling,approval
86,04/09/2021,[],suppl-11,fluconazole,labeling,approval
87,04/09/2021,"['mylan', 'speciality']",suppl-34,hydrocortisone acetate; pramoxine hydrochloride,manufacturing (cmc),approval
88,04/09/2021,['barr'],suppl-1,clozapine,labeling,approval
89,04/09/2021,['genentech'],suppl-5238,omalizumab,,approval
90,04/09/2021,['natco'],suppl-5,oseltamivir phosphate,labeling,approval
91,04/09/2021,['natco'],suppl-9,oseltamivir phosphate,labeling,approval
92,04/09/2021,['natco'],suppl-11,oseltamivir phosphate,labeling,approval
93,04/09/2021,['bracco'],suppl-9,sulfur hexafluoride lipid-type a microspheres,labeling,approval
94,04/09/2021,['mylan'],suppl-4,norepinephrine bitartrate,labeling,approval
95,04/09/2021,"['alvogen', 'pine', 'brook']",orig-1,ibrutinib,,tentative approval
96,04/12/2021,['amici'],suppl-11,diclofenac potassium,manufacturing (cmc),approval
97,04/12/2021,['abbvie'],suppl-17,linaclotide,labeling,approval
98,04/12/2021,['zydus'],suppl-1,budesonide,labeling,approval
99,04/12/2021,['zydus'],suppl-4,budesonide,labeling,approval
100,04/12/2021,['zydus'],suppl-6,budesonide,manufacturing (cmc),approval
101,04/12/2021,"['actavis', 'ut']",orig-1,benzoyl peroxide;clindamycin phosphate,,tentative approval
102,04/12/2021,['novo'],suppl-8,semaglutide,labeling,approval
103,04/12/2021,"['qilu', 'hainan']",orig-1,decitabine,,approval
104,04/12/2021,"['upsher', 'smith']",orig-1,isotretinoin,,approval
105,04/13/2021,['organon'],suppl-48,finasteride,labeling,approval
106,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
107,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
108,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
109,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
110,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
111,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
112,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
113,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
114,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
115,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
116,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
117,04/13/2021,['baxter'],suppl-42,"amino acids; calcium chloride; dextrose; magnesium chloride; potassium phosphate, dibasic; sodium acetate; sodium chloride",labeling,approval
118,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
119,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
120,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
121,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
122,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
123,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
124,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
125,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
126,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
127,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
128,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
129,04/13/2021,['baxter'],suppl-37,amino acids; dextrose,labeling,approval
130,04/13/2021,['sun'],suppl-23,indomethacin,labeling,approval
131,04/13/2021,['zydus'],suppl-19,ribavirin,labeling,approval
132,04/13/2021,['zydus'],suppl-21,ribavirin,labeling,approval
133,04/13/2021,['zydus'],suppl-22,ribavirin,labeling,approval
134,04/13/2021,['auxilium'],suppl-112,collagenase clostridium histolyticum,,approval
135,04/13/2021,"['hq', 'spclt']",suppl-19,levetiracetam,labeling,approval
136,04/13/2021,['baxter'],suppl-15,olive oil; soybean oil,labeling,approval
137,04/13/2021,['aurobindo'],suppl-2,tadalafil,labeling,approval
138,04/13/2021,['bayer'],suppl-2,levonorgestrel,labeling,approval
139,04/13/2021,['salix'],suppl-11,plecanatide,labeling,approval
140,04/13/2021,['aurobindo'],suppl-6,ibuprofen,labeling,approval
141,04/13/2021,['alvogen'],orig-1,pregabalin,,approval
142,04/13/2021,['sun'],orig-1,pregabalin,,approval
143,04/13/2021,['mylan'],orig-1,pregabalin,,approval
144,04/13/2021,['msn'],orig-1,pregabalin,,approval
145,04/13/2021,"['cspc', 'ouyi']",orig-1,carbamazepine,,approval
146,04/13/2021,['apotex'],orig-1,pregabalin,,approval
147,04/13/2021,['genentech'],suppl-41,atezolizumab,,approval
148,04/13/2021,['immunomedics'],suppl-9,sacituzumab govitecan-hziy,,approval
149,04/14/2021,"['bausch', 'lomb']",suppl-17,ketotifen fumarate,labeling,approval
150,04/14/2021,"['bausch', 'lomb']",suppl-17,ketotifen fumarate,labeling,approval
151,04/14/2021,['aurobindo'],suppl-13,ribavirin,labeling,approval
152,04/14/2021,['aurobindo'],suppl-16,ribavirin,labeling,approval
153,04/14/2021,['aurobindo'],suppl-17,ribavirin,labeling,approval
154,04/14/2021,['hikma'],suppl-44,methadone hydrochloride,manufacturing (cmc),approval
155,04/14/2021,['fresenius'],suppl-2,bivalirudin,labeling,approval
156,04/14/2021,['hikma'],suppl-3,donepezil hydrochloride,labeling,approval
157,04/14/2021,['nalpropion'],suppl-20,bupropion hydrochloride; naltrexone hydrochloride,labeling,approval
158,04/14/2021,"['anda', 'repository']",suppl-4,tranexamic acid,labeling,approval
159,04/14/2021,['gland'],suppl-2,clofarabine,labeling,approval
160,04/14/2021,['glenmark'],suppl-1,aspirin; dipyridamole,labeling,approval
161,04/14/2021,['sun'],orig-1,budesonide,,approval
162,04/14/2021,['annora'],orig-1,polyethylene glycol 3350,,approval
163,04/15/2021,"['pf', 'prism', 'cv']",suppl-50,voriconazole,labeling,approval
164,04/15/2021,"['pf', 'prism', 'cv']",suppl-60,voriconazole,labeling,approval
165,04/15/2021,"['pf', 'prism', 'cv']",suppl-39,voriconazole,labeling,approval
166,04/15/2021,['fresenius'],suppl-12,tobramycin sulfate,labeling,approval
167,04/15/2021,['exela'],orig-1,acetylcysteine,,approval
168,04/15/2021,['mayne'],orig-1,drospirenone; estetrol,type 1 - new molecular entity and type 4 - new combination,approval
169,04/16/2021,['chiesi'],suppl-7,clevidipine,labeling,approval
170,04/16/2021,['novartis'],suppl-47,everolimus,labeling,approval
171,04/16/2021,"['bristol', 'myers', 'squibb']",suppl-46,aztreonam,labeling,approval
172,04/16/2021,"['actavis', 'fl']",suppl-11,cabergoline,labeling,approval
173,04/16/2021,['barr'],suppl-6,clozapine,labeling,approval
174,04/16/2021,"['bristol', 'myers', 'squibb']",suppl-91,nivolumab,,approval
175,04/16/2021,"['mylan', 'speciality']",suppl-13,azelastine hydrochloride; fluticasone propionate,labeling,approval
176,04/16/2021,[],suppl-2,clozapine,labeling,approval
177,04/16/2021,[],suppl-8,clozapine,labeling,approval
178,04/16/2021,['novartis'],suppl-20,everolimus,labeling,approval
179,04/16/2021,['azurity'],suppl-1,amphetamine sulfate,efficacy,approval
180,04/16/2021,['sciegen'],orig-1,metformin hydrochloride,,approval
181,04/16/2021,['caplin'],orig-1,milrinone lactate,,approval
182,04/16/2021,['hospira'],suppl-4,pegfilgrastim-apgf,,approval
183,04/17/2021,['ani'],suppl-19,indomethacin,labeling,approval
184,04/17/2021,['ani'],suppl-19,indomethacin,labeling,approval
185,04/17/2021,['mylan'],suppl-10,flurbiprofen,labeling,approval
186,04/17/2021,['mylan'],suppl-11,flurbiprofen,labeling,approval
187,04/19/2021,['novartis'],suppl-58,valsartan,efficacy,approval
188,04/19/2021,['piramal'],suppl-13,baclofen,labeling,approval
189,04/19/2021,"['chartwell', 'rx']",suppl-13,sulindac,labeling,approval
190,04/19/2021,"['chartwell', 'rx']",suppl-13,sulindac,labeling,approval
191,04/19/2021,[],suppl-39,fluoxetine hydrochloride,labeling,approval
192,04/19/2021,[],suppl-41,fluoxetine hydrochloride,labeling,approval
193,04/19/2021,[],suppl-44,fluoxetine hydrochloride,labeling,approval
194,04/19/2021,['merz'],suppl-87,incobotulinumtoxina,,approval
195,04/19/2021,['merz'],suppl-88,incobotulinumtoxina,,approval
196,04/19/2021,['merz'],suppl-89,incobotulinumtoxina,,approval
197,04/19/2021,['merz'],suppl-90,incobotulinumtoxina,,approval
198,04/19/2021,['merz'],suppl-91,incobotulinumtoxina,,approval
199,04/19/2021,"['jubilant', 'generics']",suppl-4,indomethacin,labeling,approval
200,04/19/2021,"['taro', 'inds']",orig-1,azelaic acid,,tentative approval
201,04/19/2021,['amgen'],suppl-6,bevacizumab-awwb,,approval
202,04/20/2021,['allergan'],suppl-179,ferric oxyhydroxide,labeling,approval
203,04/20/2021,"['boehringer', 'ingelheim']",suppl-42,dabigatran etexilate mesylate,labeling,approval
204,04/20/2021,"['sun', 'inds']",suppl-13,flurbiprofen,labeling,approval
205,04/20/2021,['carlsbad'],suppl-13,diclofenac sodium,labeling,approval
206,04/20/2021,"['bristol', 'myers', 'squibb']",suppl-32,apixaban,labeling,approval
207,04/20/2021,"['daiichi', 'sankyo']",suppl-17,edoxaban tosylate,labeling,approval
208,04/20/2021,['novartis'],suppl-7,midostaurin,labeling,approval
209,04/20/2021,"['tianjin', 'kingyork']",orig-1,methylprednisolone sodium succinate,,approval
210,04/20/2021,['quagen'],orig-1,lidocaine,,approval
211,04/20/2021,['caplin'],orig-1,neostigmine methylsulfate,,approval
212,04/20/2021,['novitium'],orig-1,famotidine,,approval
213,04/21/2021,['novartis'],suppl-68,amlodipine besylate; benazepril hydrochloride,labeling,approval
214,04/21/2021,"['roche', 'palo']",suppl-47,mycophenolate mofetil,rems,approval
215,04/21/2021,"['roche', 'palo']",suppl-47,mycophenolate mofetil,rems,approval
216,04/21/2021,"['roche', 'palo']",suppl-44,mycophenolate mofetil hydrochloride,rems,approval
217,04/21/2021,"['roche', 'palo']",suppl-52,mycophenolate mofetil,rems,approval
218,04/21/2021,['novartis'],suppl-34,mycophenolic sodium,rems,approval
219,04/21/2021,['sandoz'],suppl-28,mycophenolate mofetil,rems,approval
220,04/21/2021,['hikma'],suppl-18,mycophenolate mofetil,rems,approval
221,04/21/2021,['hikma'],suppl-18,mycophenolate mofetil,rems,approval
222,04/21/2021,['accord'],suppl-20,mycophenolate mofetil,rems,approval
223,04/21/2021,['sandoz'],suppl-28,mycophenolate mofetil,rems,approval
224,04/21/2021,[],suppl-16,mycophenolate mofetil,rems,approval
225,04/21/2021,[],suppl-22,mycophenolate mofetil,rems,approval
226,04/21/2021,['mylan'],suppl-28,mycophenolate mofetil,rems,approval
227,04/21/2021,['mylan'],suppl-26,mycophenolate mofetil,rems,approval
228,04/21/2021,['medication'],suppl-45,lidocaine hydrochloride,labeling,approval
229,04/21/2021,['west-ward'],suppl-46,lidocaine hydrochloride,labeling,approval
230,04/21/2021,['hospira'],suppl-19,chloroprocaine hydrochloride,labeling,approval
231,04/21/2021,['strides'],suppl-20,mycophenolate mofetil,rems,approval
232,04/21/2021,['strides'],suppl-11,mycophenolate mofetil,rems,approval
233,04/21/2021,['accord'],suppl-20,mycophenolate mofetil,rems,approval
234,04/21/2021,['strides'],suppl-23,mycophenolate mofetil,rems,approval
235,04/21/2021,['amneal'],suppl-10,mycophenolate mofetil,rems,approval
236,04/21/2021,"['jubilant', 'cadista']",suppl-9,mycophenolate mofetil,rems,approval
237,04/21/2021,"['jubilant', 'cadista']",suppl-9,mycophenolate mofetil,rems,approval
238,04/21/2021,['rk'],suppl-15,mycophenolic sodium,rems,approval
239,04/21/2021,['alkem'],suppl-23,mycophenolate mofetil,rems,approval
240,04/21/2021,['apotex'],suppl-16,mycophenolic sodium,rems,approval
241,04/21/2021,['alkem'],suppl-20,mycophenolate mofetil,rems,approval
242,04/21/2021,['accord'],suppl-5,mycophenolic sodium,rems,approval
243,04/21/2021,[],suppl-8,mycophenolic sodium,rems,approval
244,04/21/2021,['alkem'],suppl-16,mycophenolate mofetil,rems,approval
245,04/21/2021,['par'],suppl-6,mycophenolate mofetil hydrochloride,rems,approval
246,04/21/2021,['mylan'],suppl-7,mycophenolate mofetil hydrochloride,rems,approval
247,04/21/2021,['akorn'],suppl-9,mycophenolate mofetil hydrochloride,rems,approval
248,04/21/2021,"['zhejiang', 'hisun']",suppl-3,mycophenolate mofetil,rems,approval
249,04/21/2021,"['zhejiang', 'hisun']",suppl-3,mycophenolate mofetil,rems,approval
250,04/21/2021,['zydus'],suppl-5,mycophenolate mofetil hydrochloride,rems,approval
251,04/21/2021,['par'],suppl-20,vasopressin,manufacturing (cmc),approval
252,04/21/2021,['concord'],suppl-8,mycophenolate mofetil,rems,approval
253,04/21/2021,['vistapharm'],suppl-8,mycophenolate mofetil,rems,approval
254,04/21/2021,['concord'],suppl-6,mycophenolic sodium,rems,approval
255,04/21/2021,['amneal'],suppl-1,mycophenolate mofetil hydrochloride,rems,approval
256,04/21/2021,['apotex'],orig-1,levocetirizine dihydrochloride,,approval
257,04/21/2021,['concord'],suppl-3,mycophenolate mofetil,rems,approval
258,04/21/2021,['meitheal'],suppl-2,mycophenolate mofetil hydrochloride,rems,approval
259,04/21/2021,"['hisun', 'hangzhou']",orig-1,daptomycin,,approval
260,04/21/2021,['gland'],orig-1,foscarnet sodium,,approval
261,04/21/2021,['zydus'],orig-1,propafenone hydrochloride,,approval
262,04/21/2021,['amta'],suppl-1,mycophenolic sodium,rems,approval
263,04/21/2021,['alembic'],orig-1,doxepin hydrochloride,,approval
264,04/22/2021,['otsuka'],suppl-17,tolvaptan,labeling,approval
265,04/22/2021,['astellas'],suppl-8,isavuconazonium sulfate,labeling,approval
266,04/22/2021,['astellas'],suppl-7,isavuconazonium sulfate,labeling,approval
267,04/22/2021,['ascent'],orig-1,amphetamine aspartate; amphetamine sulfate; dextroamphetamine saccharate; dextroamphetamine sulfate,,approval
268,04/22/2021,['caplin'],orig-1,prochlorperazine edisylate,,approval
269,04/22/2021,['theratechnologies'],suppl-11,ibalizumab-uiyk,,approval
270,04/22/2021,['alexion'],suppl-15,ravulizumab-cwvz,,approval
271,04/22/2021,['glaxosmithkline'],orig-1,dostarlimab-gxly,,approval
272,04/23/2021,['glaxosmithkline'],suppl-83,nicotine polacrilex,labeling,approval
273,04/23/2021,['glaxosmithkline'],suppl-83,nicotine polacrilex,labeling,approval
274,04/23/2021,['glaxosmithkline'],suppl-65,nicotine polacrilex,labeling,approval
275,04/23/2021,['glaxosmithkline'],suppl-65,nicotine polacrilex,labeling,approval
276,04/23/2021,['mobius'],suppl-9,mitomycin,labeling,approval
277,04/23/2021,['heritage'],suppl-29,indomethacin,labeling,approval
278,04/23/2021,['heritage'],suppl-32,indomethacin,labeling,approval
279,04/23/2021,['hikma'],suppl-3,naratriptan hydrochloride,labeling,approval
280,04/23/2021,['reddys'],suppl-22,tacrolimus,labeling,approval
281,04/23/2021,['reddys'],suppl-23,tacrolimus,labeling,approval
282,04/23/2021,['aurobindo'],suppl-28,divalproex sodium,labeling,approval
283,04/23/2021,[],suppl-11,epinephrine,labeling,approval
284,04/23/2021,[],suppl-13,epinephrine,labeling,approval
285,04/23/2021,['rising'],suppl-3,indomethacin,labeling,approval
286,04/23/2021,['rising'],suppl-4,indomethacin,labeling,approval
287,04/23/2021,['unichem'],suppl-1,irbesartan,labeling,approval
288,04/23/2021,['amneal'],suppl-1,colchicine,labeling,approval
289,04/23/2021,['neurocrine'],suppl-20,valbenazine tosylate,efficacy,approval
290,04/23/2021,['msn'],suppl-3,teriflunomide,labeling,approval
291,04/23/2021,['lotus'],orig-1,methotrexate sodium,,approval
292,04/23/2021,['novast'],suppl-2,clofarabine,labeling,approval
293,04/23/2021,['novitium'],orig-1,dicyclomine hydrochloride,,approval
294,04/23/2021,['adc'],orig-1,loncastuximab tesirine-lpyl,,approval
295,04/26/2021,['vivus'],suppl-16,pancrelipase (amylase;lipase;protease),,approval
296,04/26/2021,"['chartwell', 'molecules']",suppl-15,indomethacin,labeling,approval
297,04/26/2021,"['chartwell', 'rx']",suppl-6,meclofenamate sodium,labeling,approval
298,04/26/2021,"['chartwell', 'rx']",suppl-7,meclofenamate sodium,labeling,approval
299,04/26/2021,['ani'],suppl-3,diflunisal,labeling,approval
300,04/26/2021,"['chartwell', 'molecules']",suppl-3,etodolac,labeling,approval
301,04/26/2021,['rubicon'],suppl-20,diclofenac potassium,labeling,approval
302,04/26/2021,"['actavis', 'elizabeth']",suppl-67,gabapentin,labeling,approval
303,04/26/2021,['sandoz'],suppl-1,rizatriptan benzoate,labeling,approval
304,04/26/2021,['zydus'],suppl-4,etodolac,labeling,approval
305,04/26/2021,['hetero'],suppl-3,indomethacin,labeling,approval
306,04/26/2021,['braun'],orig-1,magnesium sulfate,,approval
307,04/26/2021,['beijing'],orig-1,fluvastatin sodium,,approval
308,04/26/2021,['alkem'],orig-1,chlordiazepoxide hydrochloride; clidinium bromide,,approval
309,04/26/2021,[],orig-1,tiopronin,,approval
310,04/26/2021,['abbvie'],suppl-9,risankizumab-rzaa,,approval
311,04/26/2021,['abbvie'],suppl-10,risankizumab-rzaa,,approval
312,04/27/2021,['bayer'],suppl-40,polyethylene glycol 3350,labeling,approval
313,04/27/2021,['watson'],suppl-42,lorazepam,labeling,approval
314,04/27/2021,['watson'],suppl-44,lorazepam,labeling,approval
315,04/27/2021,['watson'],suppl-40,lorazepam,labeling,approval
316,04/27/2021,['watson'],suppl-42,lorazepam,labeling,approval
317,04/27/2021,['watson'],suppl-41,lorazepam,labeling,approval
318,04/27/2021,['watson'],suppl-43,lorazepam,labeling,approval
319,04/27/2021,['ani'],suppl-9,fluconazole,labeling,approval
320,04/27/2021,['ani'],suppl-12,fluconazole,labeling,approval
321,04/27/2021,['ani'],suppl-13,fluconazole,labeling,approval
322,04/27/2021,['accord'],orig-1,vilazodone hydrochloride,,approval
323,04/28/2021,['endo'],suppl-53,aspirin; oxycodone hydrochloride,labeling,approval
324,04/28/2021,['endo'],suppl-53,aspirin; oxycodone hydrochloride; oxycodone terephthalate,labeling,approval
325,04/28/2021,['endo'],suppl-53,aspirin; oxycodone hydrochloride; oxycodone terephthalate,labeling,approval
326,04/28/2021,['sun'],suppl-34,aspirin; caffeine; dihydrocodeine bitartrate,labeling,approval
327,04/28/2021,['sun'],suppl-40,aspirin; meprobamate,labeling,approval
328,04/28/2021,['bausch'],suppl-30,aspirin; caffeine; orphenadrine citrate,labeling,approval
329,04/28/2021,['bausch'],suppl-30,aspirin; caffeine; orphenadrine citrate,labeling,approval
330,04/28/2021,['avion'],suppl-45,mefenamic acid,labeling,approval
331,04/28/2021,['egalet'],suppl-101,indomethacin,labeling,approval
332,04/28/2021,['allergan'],suppl-74,aspirin; butalbital; caffeine,labeling,approval
333,04/28/2021,['atnahs'],suppl-115,naproxen,labeling,approval
334,04/28/2021,['xspire'],suppl-51,fenoprofen calcium,labeling,approval
335,04/28/2021,['egalet'],suppl-44,indomethacin,labeling,approval
336,04/28/2021,['pfizer'],suppl-50,piroxicam,labeling,approval
337,04/28/2021,['atnahs'],suppl-65,naproxen sodium,labeling,approval
338,04/28/2021,['atnahs'],suppl-65,naproxen sodium,labeling,approval
339,04/28/2021,['egalet'],suppl-58,indomethacin,labeling,approval
340,04/28/2021,['egalet'],suppl-42,indomethacin,labeling,approval
341,04/28/2021,"['chartwell', 'molecules']",suppl-23,indomethacin,labeling,approval
342,04/28/2021,['pfizer'],suppl-33,oxaprozin,labeling,approval
343,04/28/2021,['heritage'],suppl-28,indomethacin,labeling,approval
344,04/28/2021,['rising'],suppl-47,indomethacin,labeling,approval
345,04/28/2021,['atnahs'],suppl-27,naproxen,labeling,approval
